Question;Option A;Option B;Option C;Option D;Answer,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_0338059692.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>▲</b>?;●;✖;★;✦;B,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_cc687d7aa6.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>★</b>?;◼;▲;✖;✦;A,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_69475e76dd.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;★;◼;✦;●;D,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_d5447203e4.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>◼</b>?;★;✖;●;▲;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_ae8b4ff428.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✦</b>?;▲;●;◼;✖;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_1581253a72.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✦</b>?;★;▲;●;✖;D,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_e3195483a0.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>▲</b>?;✖;●;✦;◼;D,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_7d84a1483e.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;✦;★;◼;▲;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_229d8f8f96.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✦</b>?;✖;★;●;◼;B,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_71991754c5.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>★</b>?;▲;✦;●;✖;A,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_c196b4b25e.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;★;◼;▲;●;A,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_9913b5e186.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✦</b>?;◼;✖;●;▲;B,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_c8d9e4a5b8.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>▲</b>?;✦;●;★;✖;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_c86667828b.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;▲;★;◼;✦;B,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_9cf083eff8.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>★</b>?;✖;✦;▲;●;A,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_7cb77c6f61.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>●</b>?;▲;★;✖;◼;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_b867941e74.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>◼</b>?;✦;●;▲;✖;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_4cee203408.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>▲</b>?;◼;●;✖;✦;D,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_a78e89f4e7.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;●;◼;▲;✦;B,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_e95550301e.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>◼</b>?;✦;✖;★;●;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_c3a21d2869.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>★</b>?;✦;▲;◼;●;D,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_e217bb73a4.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>▲</b>?;●;✖;◼;★;C,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_a0607a83bf.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>★</b>?;▲;●;✖;✦;B,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_8184b9ef73.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;★;●;◼;▲;D,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_d7a98cbc06.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>★</b>?;✦;●;▲;◼;B,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_f2ff9eea8c.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;✦;◼;●;▲;D,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_dccd959952.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>▲</b>?;★;◼;✦;✖;A,,,,,,,,
Observe the 2D cube net below:<br><img src='images/cog_e3061ba140.svg' style='max-width:100%,'><br>If folded into a 3D cube, which symbol will be on the opposite face of <b>✖</b>?;●;◼;▲;✦;B,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_f64033ecdc.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Top-Right;Bottom-Right;Bottom-Left;Top-Left;B,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_f53ad87c78.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Top-Left;Top-Right;Bottom-Right;Bottom-Left;B,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_d7f2a45ebf.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Bottom-Left;Top-Left;Bottom-Right;Top-Right;B,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_ef40e24291.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Top-Left;Top-Right;Bottom-Left;Bottom-Right;A,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_7eaddb144e.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Top-Right;Top-Left;Bottom-Left;Bottom-Right;C,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_7c80563572.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Top-Left;Top-Right;Bottom-Left;Bottom-Right;C,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_d840876d12.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Bottom-Left;Top-Right;Top-Left;Bottom-Right;B,,,,,,,,
Analyze the sequence of boxes from left to right:<br><img src='images/cog_2f4f3f1344.svg' style='max-width:100%,'><br>Where will the dot be positioned in the next (5th) box?;Top-Left;Bottom-Right;Bottom-Left;Top-Right;B,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_aaab6f3da5.svg' style='max-width:100%,'><br>What should replace the question mark?;White Circle;Black Square;Black Circle;White Square;B,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_256bf1fd58.svg' style='max-width:100%,'><br>What should replace the question mark?;White Circle;Black Square;White Square;Black Circle;C,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_4758a9f7ec.svg' style='max-width:100%,'><br>What should replace the question mark?;Black Circle;White Circle;Black Square;White Square;B,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_b942b11c5a.svg' style='max-width:100%,'><br>What should replace the question mark?;Black Circle;Black Triangle;White Triangle;White Circle;C,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_2bc7ee4a1d.svg' style='max-width:100%,'><br>What should replace the question mark?;White Circle;Black Square;Black Circle;White Square;B,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_3bf190379c.svg' style='max-width:100%,'><br>What should replace the question mark?;Black Circle;White Circle;White Square;Black Square;C,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_e429759a68.svg' style='max-width:100%,'><br>What should replace the question mark?;Black Square;White Circle;White Square;Black Circle;D,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_3a66285f5d.svg' style='max-width:100%,'><br>What should replace the question mark?;White Square;Black Square;Black Circle;White Circle;D,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_32f1c89aea.svg' style='max-width:100%,'><br>What should replace the question mark?;Black Square;Black Circle;White Circle;White Square;B,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_c6f65cf0da.svg' style='max-width:100%,'><br>What should replace the question mark?;Black Triangle;White Circle;Black Circle;White Triangle;A,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_f29b66b6a2.svg' style='max-width:100%,'><br>What should replace the question mark?;White Circle;Black Circle;White Triangle;Black Triangle;D,,,,,,,,
Find the missing element to complete the 2x2 logical matrix:<br><img src='images/cog_c19ddbb001.svg' style='max-width:100%,'><br>What should replace the question mark?;White Circle;Black Circle;Black Triangle;White Triangle;D,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_05ccb52d6f.svg' style='max-width:100%,'>;No, they are mirrored reflections.;Impossible to determine without 3D perspective.;Yes, they are the exact same shape rotated.;They are entirely different unrelated shapes.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_7a1766eef7.svg' style='max-width:100%,'>;Impossible to determine without 3D perspective.;They are entirely different unrelated shapes.;No, they are mirrored reflections.;Yes, they are the exact same shape rotated.;D,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_08bee4d002.svg' style='max-width:100%,'>;Yes, they are the exact same shape rotated.;No, they are mirrored reflections.;They are entirely different unrelated shapes.;Impossible to determine without 3D perspective.;A,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_db47131584.svg' style='max-width:100%,'>;No, they are mirrored reflections.;Impossible to determine without 3D perspective.;Yes, they are the exact same shape rotated.;They are entirely different unrelated shapes.;A,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_4d845eb9ab.svg' style='max-width:100%,'>;Impossible to determine without 3D perspective.;They are entirely different unrelated shapes.;No, they are mirrored reflections.;Yes, they are the exact same shape rotated.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_0873a07806.svg' style='max-width:100%,'>;Impossible to determine without 3D perspective.;They are entirely different unrelated shapes.;Yes, they are the exact same shape rotated.;No, they are mirrored reflections.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_5f1c738276.svg' style='max-width:100%,'>;Impossible to determine without 3D perspective.;They are entirely different unrelated shapes.;No, they are mirrored reflections.;Yes, they are the exact same shape rotated.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_cbcae4f86a.svg' style='max-width:100%,'>;They are entirely different unrelated shapes.;Impossible to determine without 3D perspective.;No, they are mirrored reflections.;Yes, they are the exact same shape rotated.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_121d3f2279.svg' style='max-width:100%,'>;They are entirely different unrelated shapes.;Yes, they are the exact same shape rotated.;No, they are mirrored reflections.;Impossible to determine without 3D perspective.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_4e38eec590.svg' style='max-width:100%,'>;They are entirely different unrelated shapes.;Yes, they are the exact same shape rotated.;Impossible to determine without 3D perspective.;No, they are mirrored reflections.;B,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_38f962203a.svg' style='max-width:100%,'>;No, they are mirrored reflections.;Yes, they are the exact same shape rotated.;They are entirely different unrelated shapes.;Impossible to determine without 3D perspective.;B,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_746002d63c.svg' style='max-width:100%,'>;No, they are mirrored reflections.;Yes, they are the exact same shape rotated.;Impossible to determine without 3D perspective.;They are entirely different unrelated shapes.;B,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_816788753f.svg' style='max-width:100%,'>;Impossible to determine without 3D perspective.;Yes, they are the exact same shape rotated.;They are entirely different unrelated shapes.;No, they are mirrored reflections.;D,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_ddb1e01645.svg' style='max-width:100%,'>;No, they are mirrored reflections.;They are entirely different unrelated shapes.;Yes, they are the exact same shape rotated.;Impossible to determine without 3D perspective.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_84aea2f4cc.svg' style='max-width:100%,'>;Yes, they are the exact same shape rotated.;Impossible to determine without 3D perspective.;No, they are mirrored reflections.;They are entirely different unrelated shapes.;A,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_6e106bb1a7.svg' style='max-width:100%,'>;Yes, they are the exact same shape rotated.;Impossible to determine without 3D perspective.;They are entirely different unrelated shapes.;No, they are mirrored reflections.;D,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_c93e26fe45.svg' style='max-width:100%,'>;No, they are mirrored reflections.;Impossible to determine without 3D perspective.;Yes, they are the exact same shape rotated.;They are entirely different unrelated shapes.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_ae0348cb82.svg' style='max-width:100%,'>;Impossible to determine without 3D perspective.;Yes, they are the exact same shape rotated.;No, they are mirrored reflections.;They are entirely different unrelated shapes.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_3ffe1b3618.svg' style='max-width:100%,'>;They are entirely different unrelated shapes.;No, they are mirrored reflections.;Yes, they are the exact same shape rotated.;Impossible to determine without 3D perspective.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_2afb585c2f.svg' style='max-width:100%,'>;Yes, they are the exact same shape rotated.;They are entirely different unrelated shapes.;No, they are mirrored reflections.;Impossible to determine without 3D perspective.;C,,,,,,,,
Observe the two shapes. Assuming you can only rotate them in the 2D plane, are they the identical shape?<br><img src='images/cog_260f6b23bf.svg' style='max-width:100%,'>;No, they are mirrored reflections.;They are entirely different unrelated shapes.;Yes, they are the exact same shape rotated.;Impossible to determine without 3D perspective.;A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_09d2353da3.svg' style='max-width:100%,'>;A grid with 4 black square(s);A grid with 3 black square(s);A grid with 2 black square(s);A grid with 1 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_88dc1f5f88.svg' style='max-width:100%,'>;A grid with 0 black square(s);A grid with 1 black square(s);A grid with 2 black square(s);A grid with 3 black square(s);A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_8f38222e21.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 3 black square(s);A grid with 1 black square(s);A grid with 0 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_0504017488.svg' style='max-width:100%,'>;A grid with 3 black square(s);A grid with 1 black square(s);A grid with 4 black square(s);A grid with 2 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_c1d31c18b1.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 4 black square(s);A grid with 1 black square(s);A grid with 3 black square(s);A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_9145cb2a60.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 3 black square(s);A grid with 0 black square(s);A grid with 1 black square(s);A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_c58fcbce5e.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 4 black square(s);A grid with 3 black square(s);A grid with 1 black square(s);D,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_a8fe078979.svg' style='max-width:100%,'>;A grid with 4 black square(s);A grid with 3 black square(s);A grid with 2 black square(s);A grid with 1 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_01c63f3b88.svg' style='max-width:100%,'>;A grid with 1 black square(s);A grid with 2 black square(s);A grid with 3 black square(s);A grid with 0 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_cca59a8d03.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 3 black square(s);A grid with 0 black square(s);A grid with 1 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_2f659d622b.svg' style='max-width:100%,'>;A grid with 1 black square(s);A grid with 4 black square(s);A grid with 2 black square(s);A grid with 3 black square(s);D,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_e1b118bd9e.svg' style='max-width:100%,'>;A grid with 1 black square(s);A grid with 3 black square(s);A grid with 2 black square(s);A grid with 0 black square(s);B,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_5796dbea10.svg' style='max-width:100%,'>;A grid with 1 black square(s);A grid with 2 black square(s);A grid with 0 black square(s);A grid with 3 black square(s);A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_a42827254b.svg' style='max-width:100%,'>;A grid with 3 black square(s);A grid with 1 black square(s);A grid with 0 black square(s);A grid with 2 black square(s);A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_baf949eca3.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 0 black square(s);A grid with 1 black square(s);A grid with 3 black square(s);B,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_548149a602.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 4 black square(s);A grid with 0 black square(s);A grid with 3 black square(s);B,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_8a7e415c62.svg' style='max-width:100%,'>;A grid with 3 black square(s);A grid with 4 black square(s);A grid with 2 black square(s);A grid with 0 black square(s);B,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_2576ceb7eb.svg' style='max-width:100%,'>;A grid with 3 black square(s);A grid with 0 black square(s);A grid with 1 black square(s);A grid with 2 black square(s);A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_0b1384d87a.svg' style='max-width:100%,'>;A grid with 3 black square(s);A grid with 4 black square(s);A grid with 2 black square(s);A grid with 1 black square(s);B,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_1bd7e17ed9.svg' style='max-width:100%,'>;A grid with 1 black square(s);A grid with 2 black square(s);A grid with 3 black square(s);A grid with 4 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_3513c1c641.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 3 black square(s);A grid with 0 black square(s);A grid with 1 black square(s);B,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_b41030f96d.svg' style='max-width:100%,'>;A grid with 0 black square(s);A grid with 2 black square(s);A grid with 3 black square(s);A grid with 1 black square(s);C,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_ac6207efb8.svg' style='max-width:100%,'>;A grid with 2 black square(s);A grid with 3 black square(s);A grid with 1 black square(s);A grid with 0 black square(s);A,,,,,,,,
If the two transparent patterns are overlaid, and overlapping black regions cancel out (Black XOR Black = White, White XOR White = White, Black XOR White = Black), what will the resulting grid look like?<br><img src='images/cog_f6da35c6c9.svg' style='max-width:100%,'>;A grid with 1 black square(s);A grid with 2 black square(s);A grid with 3 black square(s);A grid with 0 black square(s);B,,,,,,,,
