Question;Option A;Option B;Option C;Option D;Answer,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>E - G - N - B - I - J - D - W - J - T</b>. How many valid 2-back matches occur?;0;5;2;4;A,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>K - X - K - R - G - O - N - I - N</b>. How many valid 2-back matches occur?;5;3;4;2;D,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>A - U - V - D - R - H - O - Z - H</b>. How many valid 3-back matches occur?;5;3;0;1;D,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>N - Z - B - A - C - S - Z - J</b>. How many valid 2-back matches occur?;3;0;1;5;B,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>O - P - Z - W - F - T - D - W - U</b>. How many valid 4-back matches occur?;4;3;2;1;D,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>D - J - V - J - O - S - E - O - O - B</b>. How many valid 3-back matches occur?;1;5;0;4;A,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>S - X - P - K - M - N - Q - K - E</b>. How many valid 4-back matches occur?;2;1;4;3;B,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>D - X - N - J - T - N - P - T - T</b>. How many valid 3-back matches occur?;2;4;1;0;A,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>W - D - Q - K - L - B - D - H - T</b>. How many valid 3-back matches occur?;5;3;0;1;C,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>K - A - N - Z - N - V - C</b>. How many valid 2-back matches occur?;5;4;3;1;D,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>T - B - I - T - T - V - Y - A</b>. How many valid 4-back matches occur?;0;5;1;3;C,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>V - V - C - K - D - P - U - T - R</b>. How many valid 2-back matches occur?;5;3;1;0;D,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>D - A - N - O - H - A - Z - T - S - N</b>. How many valid 4-back matches occur?;1;2;0;5;A,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>N - H - U - K - A - Z - N</b>. How many valid 2-back matches occur?;5;0;3;2;B,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>Y - M - R - V - I - Z - F</b>. How many valid 4-back matches occur?;0;5;1;2;A,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>F - V - G - P - I - A - C - I</b>. How many valid 3-back matches occur?;2;4;1;5;C,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>N - W - Q - T - E - R - R - P - X - P</b>. How many valid 2-back matches occur?;0;4;3;1;D,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>E - C - S - I - B - A - B - F</b>. How many valid 2-back matches occur?;5;0;1;2;C,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>V - P - Z - B - C - L - F</b>. How many valid 3-back matches occur?;0;3;2;4;A,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>O - Y - I - Z - Y - V - A - U - R - L</b>. How many valid 4-back matches occur?;1;5;0;2;C,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>J - M - T - H - I - F - J</b>. How many valid 3-back matches occur?;4;3;2;0;D,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>R - E - P - K - E - I - V - K - W - L</b>. How many valid 4-back matches occur?;1;5;2;3;A,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>E - G - P - S - F - L - N - B - T</b>. How many valid 4-back matches occur?;4;5;0;1;C,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>I - M - G - N - F - Y - K</b>. How many valid 2-back matches occur?;0;4;2;5;A,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>U - T - Y - A - V - K - J</b>. How many valid 4-back matches occur?;4;1;0;2;C,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>J - E - A - O - A - H - G</b>. How many valid 2-back matches occur?;5;1;4;2;B,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>T - K - O - R - T - P - U - J - L - O</b>. How many valid 4-back matches occur?;2;3;1;0;C,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>X - O - G - U - J - G - O</b>. How many valid 3-back matches occur?;3;2;0;1;D,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>V - C - N - W - V - U - G - G - E</b>. How many valid 4-back matches occur?;0;1;5;2;B,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>S - Q - X - F - Q - Y - V - Y</b>. How many valid 3-back matches occur?;5;1;0;4;B,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>D - Y - Z - X - H - S - M - P - F - I</b>. How many valid 2-back matches occur?;3;0;5;1;B,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>V - N - C - S - S - R - R - G - G</b>. How many valid 4-back matches occur?;4;2;0;5;C,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>I - S - K - I - W - F - Z</b>. How many valid 3-back matches occur?;4;1;2;3;B,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>N - I - W - L - P - K - X - A</b>. How many valid 2-back matches occur?;2;0;3;5;B,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>G - J - L - P - G - P - H - E - K</b>. How many valid 4-back matches occur?;3;5;1;4;C,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>X - J - Q - T - X - S - W - D</b>. How many valid 4-back matches occur?;1;3;5;0;A,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>A - T - Z - A - H - P - J - T</b>. How many valid 2-back matches occur?;3;1;4;0;D,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>T - D - L - V - A - F - A - Y - N - X</b>. How many valid 2-back matches occur?;2;5;3;1;D,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>Q - L - Q - N - U - A - P - V - M</b>. How many valid 2-back matches occur?;1;3;0;5;A,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>L - H - A - S - T - N - A</b>. How many valid 2-back matches occur?;3;4;0;5;C,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>W - A - T - V - F - Z - J - C - W</b>. How many valid 2-back matches occur?;4;2;1;0;D,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>S - S - U - D - D - I - R - P - X - Y</b>. How many valid 2-back matches occur?;4;2;3;0;D,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>G - M - G - N - J - M - I - I - E - S</b>. How many valid 2-back matches occur?;0;1;4;3;B,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>G - A - Y - W - N - U - F - V - O</b>. How many valid 4-back matches occur?;0;2;5;4;A,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>M - H - R - Y - R - S - E - H - I</b>. How many valid 2-back matches occur?;1;2;5;4;A,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>S - E - O - X - E - V - I - Q - E</b>. How many valid 3-back matches occur?;4;2;5;1;D,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>F - X - M - J - X - F - E</b>. How many valid 3-back matches occur?;2;5;3;1;D,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>P - I - V - Z - B - H - I - H - V</b>. How many valid 2-back matches occur?;3;1;4;5;B,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>X - R - Y - S - E - T - E - M - G - Q</b>. How many valid 2-back matches occur?;0;3;1;5;C,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>P - E - A - W - U - D - C - Q - N - D</b>. How many valid 4-back matches occur?;1;0;5;3;A,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>M - R - H - M - F - T - J - M - Z</b>. How many valid 4-back matches occur?;4;1;5;0;B,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>R - R - T - E - M - M - F</b>. How many valid 2-back matches occur?;0;1;4;5;A,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>U - I - D - Q - C - B - O - W - N</b>. How many valid 4-back matches occur?;1;5;0;4;C,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>T - V - X - W - E - F - W - E - F</b>. How many valid 3-back matches occur?;1;3;5;2;B,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>P - G - Q - A - B - B - A</b>. How many valid 3-back matches occur?;1;2;0;5;A,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>Q - W - M - V - G - Q - G - F - V - H</b>. How many valid 2-back matches occur?;0;1;5;4;B,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>Z - L - W - Z - L - H - F - K - Y - O</b>. How many valid 3-back matches occur?;3;4;1;2;D,,,,,,,,
In a 4-Back task, the user must identify when the current item matches the item 4 steps prior. Evaluate the following sequence: <b>Q - J - B - W - Z - P - V - N</b>. How many valid 4-back matches occur?;0;5;3;2;A,,,,,,,,
In a 2-Back task, the user must identify when the current item matches the item 2 steps prior. Evaluate the following sequence: <b>L - Y - Z - B - D - C - D - M - B - V</b>. How many valid 2-back matches occur?;4;3;5;1;D,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>I - I - I - I - G - L - M</b>. How many valid 3-back matches occur?;5;0;2;1;D,,,,,,,,
In a 3-Back task, the user must identify when the current item matches the item 3 steps prior. Evaluate the following sequence: <b>O - P - R - O - W - D - Q - W</b>. How many valid 3-back matches occur?;0;1;2;3;C,,,,,,,,
Memorize this sequence: <b>46, 17, 52, 79, 13, 43</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;79, 52, 46, 17, 43, 13;79, 52, 13, 43, 17, 46;79, 52, 46, 43, 17, 13;43, 52, 46, 79, 17, 13;C,,,,,,,,
Memorize this sequence: <b>13, 83, 92, 92, 72, 40, 88</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;92, 92, 88, 83, 40, 72, 13;92, 40, 88, 83, 72, 92, 13;92, 92, 88, 72, 83, 40, 13;92, 92, 88, 83, 72, 40, 13;D,,,,,,,,
Memorize this sequence: <b>76, 75, 87, 17, 35, 99</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;87, 35, 75, 76, 17, 99;17, 35, 75, 76, 87, 99;75, 35, 17, 76, 87, 99;99, 35, 75, 76, 87, 17;B,,,,,,,,
Memorize this sequence: <b>40, 67, 30, 35, 39, 31</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;30, 31, 35, 39, 40, 67;30, 31, 35, 67, 40, 39;30, 31, 40, 39, 35, 67;30, 39, 35, 31, 40, 67;A,,,,,,,,
Memorize this sequence: <b>61, 71, 90, 41, 68, 81, 40</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;40, 81, 90, 41, 68, 71, 61;40, 81, 68, 41, 61, 71, 90;40, 81, 68, 71, 90, 41, 61;40, 81, 68, 41, 90, 71, 61;D,,,,,,,,
Memorize this sequence: <b>16, 52, 57, 76, 57</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;57, 57, 76, 52, 16;76, 57, 57, 52, 16;76, 57, 57, 16, 52;76, 57, 16, 52, 57;B,,,,,,,,
Memorize this sequence: <b>53, 39, 88, 77, 92</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;92, 77, 88, 53, 39;92, 77, 88, 39, 53;92, 39, 88, 77, 53;88, 77, 92, 39, 53;B,,,,,,,,
Memorize this sequence: <b>81, 11, 62, 73, 91, 39, 97</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;97, 39, 91, 73, 81, 11, 62;97, 39, 11, 73, 62, 91, 81;97, 39, 91, 73, 62, 11, 81;73, 39, 91, 97, 62, 11, 81;C,,,,,,,,
Memorize this sequence: <b>69, 20, 97, 92, 41, 87, 59</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;97, 92, 87, 59, 69, 41, 20;97, 92, 20, 69, 59, 41, 87;97, 20, 87, 69, 59, 41, 92;97, 92, 87, 69, 59, 41, 20;D,,,,,,,,
Memorize this sequence: <b>26, 18, 24, 64, 76, 35</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;18, 64, 26, 35, 24, 76;18, 76, 26, 35, 64, 24;18, 24, 26, 35, 64, 76;18, 24, 35, 26, 64, 76;C,,,,,,,,
Memorize this sequence: <b>66, 52, 77, 83, 98, 37</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;98, 52, 77, 66, 83, 37;98, 83, 77, 66, 52, 37;52, 83, 77, 66, 98, 37;66, 83, 77, 98, 52, 37;B,,,,,,,,
Memorize this sequence: <b>65, 36, 49, 52, 52</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;65, 52, 52, 36, 49;65, 36, 52, 49, 52;65, 52, 52, 49, 36;49, 52, 52, 65, 36;C,,,,,,,,
Memorize this sequence: <b>29, 68, 30, 71, 30</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;68, 71, 30, 30, 29;71, 30, 30, 68, 29;71, 68, 30, 29, 30;71, 68, 30, 30, 29;D,,,,,,,,
Memorize this sequence: <b>85, 90, 78, 12, 63, 67, 24</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;24, 67, 63, 12, 78, 85, 90;24, 67, 63, 12, 78, 90, 85;78, 67, 63, 12, 24, 90, 85;85, 67, 63, 12, 78, 90, 24;B,,,,,,,,
Memorize this sequence: <b>49, 76, 63, 17, 34, 17</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;63, 34, 17, 17, 76, 49;17, 34, 17, 49, 76, 63;17, 34, 17, 76, 63, 49;17, 34, 17, 63, 76, 49;D,,,,,,,,
Memorize this sequence: <b>92, 27, 72, 12, 94</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;12, 27, 92, 72, 94;72, 27, 12, 92, 94;12, 27, 72, 92, 94;12, 94, 72, 92, 27;C,,,,,,,,
Memorize this sequence: <b>66, 13, 46, 57, 58, 80</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;80, 13, 58, 57, 46, 66;80, 66, 46, 57, 58, 13;80, 66, 58, 57, 46, 13;13, 66, 58, 57, 46, 80;C,,,,,,,,
Memorize this sequence: <b>51, 39, 88, 90, 89, 47</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;39, 47, 51, 89, 88, 90;39, 47, 51, 88, 89, 90;39, 47, 89, 88, 51, 90;39, 47, 51, 90, 89, 88;B,,,,,,,,
Memorize this sequence: <b>69, 89, 28, 84, 99, 38</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;99, 89, 28, 69, 38, 84;99, 89, 84, 28, 38, 69;99, 89, 84, 69, 38, 28;28, 89, 84, 69, 38, 99;C,,,,,,,,
Memorize this sequence: <b>28, 80, 66, 55, 89, 80</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;80, 66, 55, 89, 80, 28;80, 55, 89, 66, 80, 28;80, 89, 55, 66, 80, 28;55, 89, 80, 66, 80, 28;C,,,,,,,,
Memorize this sequence: <b>51, 62, 67, 77, 21, 70</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;70, 51, 62, 67, 21, 77;21, 51, 62, 67, 70, 77;77, 51, 62, 67, 70, 21;21, 51, 77, 67, 70, 62;B,,,,,,,,
Memorize this sequence: <b>31, 35, 13, 12, 67</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;67, 35, 12, 13, 31;13, 35, 31, 67, 12;67, 35, 13, 31, 12;67, 35, 31, 13, 12;D,,,,,,,,
Memorize this sequence: <b>40, 50, 56, 10, 17, 30</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;56, 50, 40, 30, 17, 10;56, 50, 30, 40, 17, 10;56, 50, 17, 30, 40, 10;10, 50, 40, 30, 17, 56;A,,,,,,,,
Memorize this sequence: <b>36, 51, 81, 45, 97, 85, 83</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;36, 45, 51, 81, 83, 85, 97;81, 45, 51, 36, 83, 85, 97;97, 45, 51, 81, 83, 85, 36;36, 45, 81, 51, 83, 85, 97;A,,,,,,,,
Memorize this sequence: <b>95, 68, 80, 28, 21</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;95, 80, 21, 28, 68;28, 80, 68, 95, 21;21, 80, 68, 28, 95;95, 80, 68, 28, 21;D,,,,,,,,
Memorize this sequence: <b>15, 65, 14, 29, 88</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;29, 15, 14, 65, 88;88, 15, 29, 65, 14;65, 15, 29, 14, 88;14, 15, 29, 65, 88;D,,,,,,,,
Memorize this sequence: <b>29, 23, 74, 92, 34, 99</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;74, 29, 34, 23, 92, 99;23, 29, 34, 74, 92, 99;23, 29, 92, 74, 34, 99;92, 29, 34, 74, 23, 99;B,,,,,,,,
Memorize this sequence: <b>98, 62, 48, 49, 98</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;98, 48, 62, 49, 98;62, 98, 98, 49, 48;98, 98, 62, 49, 48;98, 49, 62, 98, 48;C,,,,,,,,
Memorize this sequence: <b>11, 96, 86, 35, 48</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;48, 35, 86, 96, 11;48, 35, 96, 86, 11;48, 35, 86, 11, 96;48, 35, 11, 96, 86;A,,,,,,,,
Memorize this sequence: <b>96, 47, 75, 38, 12</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;75, 38, 47, 12, 96;12, 96, 47, 75, 38;12, 38, 96, 75, 47;12, 38, 47, 75, 96;D,,,,,,,,
Memorize this sequence: <b>17, 99, 33, 79, 87, 53</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;17, 87, 53, 79, 33, 99;17, 33, 53, 79, 87, 99;79, 33, 53, 17, 87, 99;17, 33, 99, 79, 87, 53;B,,,,,,,,
Memorize this sequence: <b>33, 53, 84, 46, 54, 97</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;33, 46, 53, 54, 97, 84;33, 46, 53, 54, 84, 97;33, 97, 53, 54, 84, 46;54, 46, 53, 33, 84, 97;B,,,,,,,,
Memorize this sequence: <b>28, 35, 84, 17, 79, 72, 39</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;17, 28, 79, 39, 72, 35, 84;17, 35, 28, 39, 72, 79, 84;17, 28, 35, 39, 72, 79, 84;17, 28, 72, 39, 35, 79, 84;C,,,,,,,,
Memorize this sequence: <b>13, 81, 90, 20, 15, 77, 57</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;13, 15, 20, 57, 77, 81, 90;81, 15, 20, 57, 77, 13, 90;13, 15, 20, 77, 57, 81, 90;13, 77, 20, 57, 15, 81, 90;A,,,,,,,,
Memorize this sequence: <b>74, 69, 66, 82, 26</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;74, 82, 69, 66, 26;66, 74, 69, 82, 26;82, 74, 69, 66, 26;82, 74, 69, 26, 66;C,,,,,,,,
Memorize this sequence: <b>70, 10, 14, 17, 44</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;17, 44, 14, 10, 70;10, 17, 14, 44, 70;70, 17, 14, 10, 44;44, 17, 14, 10, 70;D,,,,,,,,
Memorize this sequence: <b>29, 70, 21, 47, 68</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;21, 47, 29, 68, 70;21, 29, 70, 68, 47;21, 70, 47, 68, 29;21, 29, 47, 68, 70;D,,,,,,,,
Memorize this sequence: <b>20, 49, 96, 42, 31</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;96, 42, 49, 31, 20;20, 49, 42, 31, 96;49, 96, 42, 31, 20;96, 49, 42, 31, 20;D,,,,,,,,
Memorize this sequence: <b>13, 63, 39, 43, 73</b>. If you were to recall this sequence exactly <i>reversed</i>, which of the following is correct?;73, 43, 39, 63, 13;63, 43, 39, 73, 13;73, 43, 39, 13, 63;43, 73, 39, 63, 13;A,,,,,,,,
Memorize this sequence: <b>76, 69, 73, 15, 46, 59</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;76, 73, 69, 59, 46, 15;76, 15, 69, 59, 46, 73;76, 73, 15, 59, 46, 69;76, 73, 69, 15, 46, 59;A,,,,,,,,
Memorize this sequence: <b>43, 14, 74, 47, 94</b>. If you were to recall this sequence exactly <i>sorted in descending order</i>, which of the following is correct?;14, 74, 47, 43, 94;94, 74, 47, 43, 14;94, 74, 14, 43, 47;94, 47, 74, 43, 14;B,,,,,,,,
Memorize this sequence: <b>17, 63, 88, 54, 67</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;17, 54, 63, 67, 88;67, 54, 63, 17, 88;88, 54, 63, 67, 17;17, 63, 54, 67, 88;A,,,,,,,,
Memorize this sequence: <b>14, 31, 34, 82, 81, 53</b>. If you were to recall this sequence exactly <i>sorted in ascending order</i>, which of the following is correct?;14, 31, 34, 53, 81, 82;81, 31, 34, 53, 14, 82;82, 31, 34, 53, 81, 14;14, 31, 82, 53, 81, 34;A,,,,,,,,
